Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0360.HK,0425.HK,0489.HK,0729.HK,0872.HK,1899.HK,2238.HK,2339.HK,2722.HK,8273.HK,8331.HK,0360.HK,0425.HK,0489.HK,0729.HK,0872.HK,1899.HK,2238.HK,2339.HK,2722.HK,8273.HK,8331.HK
,,,,0.7902512550354004,,1.2867462635040283,79.93583679199219,,,,,,,,0.0,,30634800.0,85200.0,,,
,,,,0.7218640446662903,,1.2750486135482788,80.8707504272461,,,,,,,,6000.0,,35212800.0,67920.0,,,
,,,,0.7066670060157776,,1.2399559020996094,80.8707504272461,,,,,,,,112000.0,,51212000.0,59040.0,,,
,,,,0.729462742805481,,1.2282583713531494,79.46837615966797,,,,,,,,276000.0,,49750400.0,32640.0,,,
,,,,0.729462742805481,,1.2165601253509521,77.59852600097656,,,,,,,,152000.0,,47426400.0,106640.0,,,
,,,,0.7218640446662903,,1.2165601253509521,75.72867584228516,,,,,,,,198000.0,,32387600.0,20080.0,,,
,,,,0.6990684270858765,,1.2165601253509521,73.3913803100586,,,,,,,,212000.0,,44851672.0,79120.0,,,
,,,,0.683871328830719,,1.1931647062301636,73.3913803100586,,,,,,,,4000.0,,49738768.0,90000.0,,,
,,,,0.7218640446662903,,1.2165601253509521,76.66360473632812,,0.9700000286102295,,,,,,46000.0,,27547147.0,434880.0,,12000.0,
,,,,0.7218640446662903,,1.1814671754837036,74.79376220703125,,,,,,,,0.0,,80906000.0,205340.0,,,
,,,,0.7370613217353821,,1.1931647062301636,76.1961441040039,,,,,,,,170000.0,,32429600.0,85680.0,,,
,,,,0.7142655253410339,,1.1931647062301636,79.46837615966797,,,,,,,,410000.0,,25785200.0,232160.0,,,
,,,,0.7142655253410339,,1.2282583713531494,84.61043548583984,,,,,,,,480000.0,,35276176.0,209200.0,,,
,,,,0.6990684270858765,,1.204862356185913,86.94774627685547,,,,,,,,50000.0,,19172987.0,335680.0,,,
,,,,0.6914698481559753,,1.2165601253509521,82.74060821533203,,,,,,,,2000.0,,35431200.0,154480.0,,,
,,,,0.6990684270858765,,1.2282583713531494,83.20806884765625,,,,,,,,68000.0,,36375277.0,90320.0,,,
,,,,0.6990684270858765,,1.2399559020996094,83.6755142211914,,,,,,,,16000.0,,11939200.0,36640.0,,,
,,,,0.6990684270858765,,1.2867462635040283,83.6755142211914,,1.0,,,,,,0.0,,76064816.0,49440.0,,8000.0,
,,,,0.6990684270858765,,1.310142159461975,83.6755142211914,,,,,,,,2000.0,,101057709.0,45120.0,,,
,,,,0.729462742805481,,1.310142159461975,83.20806884765625,,,,,,,,60000.0,,58155116.0,26960.0,,,
,,,,0.8130470514297485,,1.345234990119934,84.14299011230469,,1.0,,,,,,198000.0,,103257273.0,24320.0,,10000.0,
,,,,0.8054484724998474,,1.310142159461975,85.54537963867188,,1.0,,,,,,0.0,,50372100.0,59280.0,,4000.0,
,,,,0.7522584199905396,,1.3218400478363037,82.74060821533203,,,,,,,,0.0,,45943800.0,78080.0,,,
,,,,0.7370613217353821,,1.310142159461975,82.74060821533203,,,,,,,,78000.0,,49515760.0,54400.0,,,
,,,,0.7522584199905396,,1.310142159461975,83.20806884765625,,,,,,,,182000.0,,19928406.0,9120.0,,,
,,,,0.7522584199905396,,1.333536982536316,85.07791900634766,,,,,,,,0.0,,40381600.0,36960.0,,,
,,,,0.7750540971755981,,1.3569327592849731,85.54537963867188,,,,,,,,2000.0,,32480000.0,14160.0,,,
,,,,0.7370613217353821,,1.3569327592849731,86.48030090332031,,1.0199999809265137,,,,,,4000.0,,66154760.0,48480.0,,10000.0,
,,,,0.7370613217353821,,1.345234990119934,89.75250244140625,,1.0199999809265137,,,,,,0.0,,29137830.0,72382.0,,10000.0,
,,,,0.7370613217353821,,1.368630051612854,91.15489959716797,,0.9200000166893005,,,,,,0.0,,49096905.0,121400.0,,2000.0,
,,,,0.7218640446662903,,1.345234990119934,93.49220275878906,,,,,,,,34000.0,,20633200.0,136640.0,,,
,,,,0.7218640446662903,,1.3803279399871826,93.49220275878906,,,,,,,,0.0,,58374416.0,88560.0,,,
,,,,0.7522584199905396,,1.368630051612854,95.82950592041016,,,,,,,,38000.0,,24209497.0,70560.0,,,
,,,,0.7598569989204407,,1.3920261859893799,101.67277526855469,,,,,,,,46000.0,,57176000.0,174640.0,,,
,,,,0.7598569989204407,,1.4271186590194702,100.50411987304688,,,,,,,,220000.0,,126425434.0,82880.0,,,
,,,,0.7598569989204407,,1.4505139589309692,100.50411987304688,,,,,,,,10000.0,,89675600.0,39680.0,,,
,,,,0.7750540971755981,,1.4388165473937988,104.01007843017578,,,,,,,,50000.0,,96411000.0,85520.0,,,
0.9116226434707642,,,,0.7674555778503418,,1.4154211282730103,106.3473892211914,,,,7448000.0,,,,138000.0,,69100260.0,195440.0,,,
0.9310188293457031,,,,0.7218640446662903,,1.368630051612854,108.6846923828125,,,,3892000.0,,,,120000.0,,51034200.0,175720.0,,,
0.9116226434707642,,,,0.7750540971755981,,1.333536982536316,99.33546447753906,,0.9300000071525574,,1244000.0,,,,284000.0,,56434000.0,79780.0,,30000.0,
0.9213207364082336,,,,0.7826526761054993,,1.333536982536316,96.99816131591797,,,,1152000.0,,,,268000.0,,49552160.0,94840.0,,,
