Adj Close,Adj Close,Volume,Volume
1194.HK,1818.HK,1194.HK,1818.HK
287.3205261230469,,1353,
290.5855407714844,,1163,
287.3205261230469,,3099,
297.1155700683594,,5383,
319.9706115722656,,15539,
326.5006103515625,,12844,
359.15069580078125,,51266,
349.35565185546875,,6706,
339.5606384277344,,3583,
336.295654296875,,1071,
333.0306396484375,,2352,
372.2107238769531,,8758,
372.2107238769531,,11239,
365.6806945800781,,1617,
359.15069580078125,,1004,
352.6206970214844,,1439,
362.4156799316406,,2205,
359.15069580078125,,3209,
359.15069580078125,,2609,
349.35565185546875,,1911,
352.6206970214844,,1053,
352.6206970214844,,1463,
359.15069580078125,,2131,
352.6206970214844,,2627,
339.5606384277344,,3644,
346.09063720703125,,2725,
349.35565185546875,,1139,
355.88568115234375,,5494,
365.6806945800781,,3577,
352.6206970214844,,8464,
372.2107238769531,,19532,
375.4757080078125,,9254,
378.74072265625,,8513,
368.9456787109375,,11741,
368.9456787109375,,7098,
382.0057067871094,,17254,
378.74072265625,,4759,
385.2707214355469,,11490,
382.0057067871094,,2707,
375.4757080078125,,4060,
375.4757080078125,,2584,
359.15069580078125,,4636,
362.4156799316406,,4514,
368.9456787109375,,851,
375.4757080078125,,4636,
375.4757080078125,,502,
378.74072265625,,2094,
378.74072265625,,673,
372.2107238769531,,1966,
372.2107238769531,,1733,
372.2107238769531,,551,
385.2707214355469,,11202,
382.0057067871094,,2848,
375.4757080078125,,428,
368.9456787109375,,992,
368.9456787109375,,1641,
365.6806945800781,,3246,
365.6806945800781,,1323,
368.9456787109375,,508,
372.2107238769531,,716,
365.6806945800781,,245,
375.4757080078125,,1194,
368.9456787109375,,1384,
362.4156799316406,,1353,
346.09063720703125,,2137,
349.35565185546875,,857,
355.88568115234375,,1353,
355.88568115234375,,428,
355.88568115234375,,4354,
346.09063720703125,,2970,
349.35565185546875,,4434,
336.295654296875,,7478,
319.9706115722656,,8991,
319.9706115722656,,2793,
313.44061279296875,,612,
326.5006103515625,,1592,
329.765625,,1659,
326.5006103515625,,2149,
323.2356262207031,,2627,
323.2356262207031,,3050,
323.2356262207031,,1947,
339.5606384277344,,2964,
333.0306396484375,,6694,
326.5006103515625,,9205,
316.73468017578125,,12966,
313.4693908691406,,6492,
313.4693908691406,,0,
306.93878173828125,,949,
287.346923828125,,2407,
290.61224365234375,,24163,
290.61224365234375,,7650,
293.8775634765625,,3632,
284.0816345214844,,3883,
271.0204162597656,,15790,
293.8775634765625,,9432,
306.93878173828125,,8201,
306.93878173828125,,8054,
300.4081726074219,,122,
303.6734619140625,,2664,
300.4081726074219,,520,
297.1428527832031,,735,
300.4081726074219,,392,
306.93878173828125,,1892,
320.0,,3056,
320.0,,4367,
316.73468017578125,,949,
316.73468017578125,,3050,
313.4693908691406,,912,
313.4693908691406,,1353,
323.26531982421875,,10559,
329.7959289550781,,5034,
342.8571472167969,,10504,
368.9795837402344,,15888,
359.1836853027344,,6198,
346.1224365234375,,4514,
342.8571472167969,,2658,
352.653076171875,,8323,
352.653076171875,,8495,
339.5918273925781,,1745,
346.1224365234375,,404,
339.5918273925781,,465,
342.8571472167969,,1090,
346.1224365234375,,686,
342.8571472167969,,2168,
326.5306091308594,,5935,
326.5306091308594,,2609,
336.3265380859375,,2652,
326.5306091308594,,1335,
336.3265380859375,,214,
342.8571472167969,,826,
182.85714721679688,,341309,
179.5918426513672,,68287,
176.32652282714844,,33748,
176.32652282714844,,36076,
176.32652282714844,,27562,
153.46939086914062,,85351,
153.46939086914062,,19110,
143.6734619140625,,25930,
135.5102081298828,,48332,
138.7755126953125,,45637,
142.0408172607422,,33209,
138.7755126953125,,18926,
155.10203552246094,,50139,
156.7346954345703,,21394,
150.20408630371094,,18277,
150.20408630371094,,10786,
151.83673095703125,,4789,
151.83673095703125,,7846,
151.83673095703125,,9873,
151.83673095703125,,4201,
151.83673095703125,,4691,
150.20408630371094,,5641,
146.93878173828125,,3534,
143.6734619140625,,5990,
142.0408172607422,,4924,
142.0408172607422,,7711,
143.6734619140625,,2835,
140.4081573486328,,2866,
137.14285278320312,,2296,
135.5102081298828,,7129,
137.14285278320312,,2094,
140.4081573486328,,2639,
146.93878173828125,,5812,
150.20408630371094,,8948,
150.20408630371094,,4771,
146.93878173828125,,3913,
146.93878173828125,,1684,
146.93878173828125,,2621,
150.20408630371094,,2033,
150.20408630371094,,3099,
148.57142639160156,,2315,
150.20408630371094,,2428,
146.93878173828125,,1653,
145.30612182617188,,1598,
140.4081573486328,,5071,
138.7755126953125,,4312,
120.81632232666016,,62726,
130.61224365234375,,35488,
128.97958374023438,,9775,
130.61224365234375,,4232,
138.7755126953125,,11551,
140.4081573486328,,15000,
143.6734619140625,,4532,
146.93878173828125,,13242,
146.93878173828125,,9610,
143.6734619140625,,6615,
140.4081573486328,,2646,
135.5102081298828,,1806,
137.14285278320312,,1482,
137.14285278320312,,1194,
140.4081573486328,,1598,
137.14285278320312,,3117,
132.24490356445312,,551,
135.5102081298828,,673,
132.24490356445312,,735,
133.87754821777344,,2128,
132.24490356445312,,2548,
132.24490356445312,,2015,
124.08163452148438,,5549,
120.81632232666016,,3760,
114.28571319580078,,4526,
111.0204086303711,,2,
104.48979187011719,,2278,
107.7551040649414,,1721,
111.0204086303711,,398,
119.18367004394531,,1855,
114.28571319580078,,1231,
111.0204086303711,,673,
111.0204086303711,,459,
109.38775634765625,,1347,
106.12245178222656,,2388,
111.0204086303711,,398,
107.7551040649414,,5267,
106.12245178222656,,1617,
102.85713958740234,,1770,
104.48979187011719,,2682,
102.85713958740234,,1531,
101.2244873046875,,2,
102.85713958740234,,361,
99.59183502197266,,1,
96.32653045654297,,7362,
97.95918273925781,,5610,
96.32653045654297,,7809,
97.95918273925781,,9346,
99.59183502197266,,16831,
99.59183502197266,,12972,
97.95918273925781,,6033,
94.69387817382812,,8464,
88.16326141357422,,35776,
