Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0152.HK,0177.HK,0548.HK,0576.HK,0995.HK,1038.HK,1052.HK,8356.HK,0152.HK,0177.HK,0548.HK,0576.HK,0995.HK,1038.HK,1052.HK,8356.HK
2.1193976402282715,1.5227657556533813,1.3697173595428467,1.8711496591567993,1.8048954010009766,11.51218032836914,0.8513162732124329,,2148500,2868000,1650000,3547355,4306000,2860000,1249940,
2.0840747356414795,1.5117309093475342,1.3697173595428467,1.8711496591567993,1.8269063234329224,11.327352523803711,0.8420630693435669,,1718564,1498144,1844000,4434194,746000,2574762,297188,
2.013427734375,1.4896618127822876,1.3581093549728394,1.8536627292633057,1.8159008026123047,10.904884338378906,0.8513162732124329,,2804000,4576000,2360000,10510121,6724000,6796000,611858,
2.013427734375,1.4786274433135986,1.3581093549728394,1.8536627292633057,1.8709279298782349,10.87847900390625,0.8513162732124329,,795250,2848600,1082000,4566138,3274000,5177621,249135,
2.013427734375,1.4786274433135986,1.3465014696121216,1.8536627292633057,1.8709279298782349,10.87847900390625,0.8513162732124329,,5474500,4382000,1247000,6871919,1622000,5287000,917788,
1.978104591369629,1.4675928354263306,1.3581093549728394,1.8361746072769165,1.8489168882369995,11.274542808532715,0.8420630693435669,,1096750,1348000,526000,4809478,1006000,2369172,187928,
1.978104591369629,1.4786274433135986,1.3465014696121216,1.8711496591567993,1.8929388523101807,10.957695960998535,0.8513162732124329,,1102250,3454000,1571000,9019799,278000,1555939,517894,
1.978104591369629,1.4786274433135986,1.3581093549728394,1.8536627292633057,1.8489168882369995,11.036907196044922,0.8420630693435669,,919000,2378000,716000,2458683,748000,989916,255669,
1.9427812099456787,1.4896618127822876,1.3465014696121216,1.8886371850967407,1.8489168882369995,11.116121292114258,0.8420630693435669,,777000,1626000,1376524,4845168,862000,2094491,98334,
1.9427812099456787,1.456558108329773,1.3465014696121216,1.8886371850967407,1.83791184425354,10.904884338378906,0.8420630693435669,,882000,4006000,764000,4620885,458000,2288000,334337,
1.978104591369629,1.4455238580703735,1.3465014696121216,1.9236114025115967,1.83791184425354,11.195330619812012,0.8420630693435669,,925500,4608000,850000,3257510,362000,1543023,148594,
2.013427734375,1.456558108329773,1.3465014696121216,1.9236114025115967,1.8489168882369995,11.380156517028809,0.8420630693435669,,2163750,2928000,912000,4310901,146000,1953000,65556,
2.013427734375,1.4455238580703735,1.3465014696121216,1.8886371850967407,1.8489168882369995,11.432968139648438,0.8420630693435669,,971000,3330000,1010000,3651180,1006000,2264251,1138494,
1.978104591369629,1.456558108329773,1.3581093549728394,1.8886371850967407,1.83791184425354,11.459372520446777,0.8420630693435669,,1069000,2023000,720000,1570353,1404000,3799000,39333,
1.978104591369629,1.434489369392395,1.3465014696121216,1.8886371850967407,1.8709279298782349,11.749815940856934,0.8420630693435669,,725100,2618200,570000,3251021,1966000,5443000,250206,
1.978104591369629,1.4455238580703735,1.3465014696121216,1.8711496591567993,1.8269063234329224,11.459372520446777,0.8420630693435669,,437500,2246000,655000,3028230,1846000,1259000,565969,
1.9427812099456787,1.434489369392395,1.3465014696121216,1.8886371850967407,1.8599222898483276,11.670608520507812,0.8420630693435669,,713750,5346000,1212000,2359856,3686000,2011006,279706,
1.978104591369629,1.456558108329773,1.3697173595428467,1.8886371850967407,1.8599222898483276,11.88183879852295,0.8513162732124329,,1043250,3894000,1880000,1771514,2736000,2797000,1444423,
1.978104591369629,1.4896618127822876,1.3581093549728394,1.8711496591567993,1.8709279298782349,12.013856887817383,0.8513162732124329,,1286500,9141496,2386000,3426117,658000,2300000,782599,
1.978104591369629,1.5227657556533813,1.3813247680664062,1.8886371850967407,1.9039441347122192,11.85543441772461,0.8605695366859436,,557150,19322000,3510000,6343168,1936000,1106000,3660226,
2.0840747356414795,1.5338002443313599,1.4277560710906982,1.9410995244979858,1.9259549379348755,12.409918785095215,0.8420630693435669,,4560000,9032000,5173000,14098574,1668000,1671471,4231195,
2.013427734375,1.5227657556533813,1.3813247680664062,1.9410995244979858,1.9259549379348755,11.908239364624023,0.8605695366859436,,2341750,7656000,3674000,6164611,1536000,3357000,1518048,
2.013427734375,1.5227657556533813,1.3929325342178345,1.95858633518219,1.9039441347122192,11.749815940856934,0.8883302807807922,,665250,7118000,2989000,4998742,640000,1785000,2233284,
2.0487513542175293,1.5117309093475342,1.3813247680664062,1.9061247110366821,1.9149497747421265,12.066667556762695,0.8790767788887024,,742250,12486000,2666000,5058982,730000,3510305,279706,
2.0487513542175293,1.5117309093475342,1.3813247680664062,1.9236114025115967,1.9149497747421265,12.330706596374512,0.8790767788887024,,581000,4336000,0,3441367,392000,1142000,113630,
2.0840747356414795,1.5338002443313599,1.3813247680664062,1.95858633518219,1.9699770212173462,12.51553726196289,0.8790767788887024,,1610000,7634000,0,6285740,1704000,2710970,174816,
2.0840747356414795,1.577938199043274,1.3813247680664062,1.95858633518219,1.958971619606018,12.568345069885254,0.8790767788887024,,867000,6656000,0,1959697,126000,499000,183557,
2.0840747356414795,1.6000072956085205,1.3813247680664062,1.976073980331421,1.9809826612472534,12.80598258972168,0.8883302807807922,,1318000,5858000,0,10334916,1182000,1817101,334337,
2.1193976402282715,1.5558695793151855,1.3813247680664062,1.9935615062713623,1.9809826612472534,12.80598258972168,0.8790767788887024,,3041500,7468000,0,6455645,580000,723160,83729,
