Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0039.HK,0040.HK,0057.HK,0065.HK,0085.HK,0118.HK,0179.HK,0180.HK,0187.HK,0235.HK,0300.HK,0350.HK,0387.HK,0445.HK,0558.HK,0641.HK,0658.HK,0675.HK,0687.HK,0716.HK,0822.HK,1101.HK,1133.HK,1882.HK,1893.HK,2028.HK,2208.HK,2338.HK,2345.HK,2398.HK,2727.HK,3339.HK,8032.HK,8068.HK,8115.HK,8150.HK,0039.HK,0040.HK,0057.HK,0065.HK,0085.HK,0118.HK,0179.HK,0180.HK,0187.HK,0235.HK,0300.HK,0350.HK,0387.HK,0445.HK,0558.HK,0641.HK,0658.HK,0675.HK,0687.HK,0716.HK,0822.HK,1101.HK,1133.HK,1882.HK,1893.HK,2028.HK,2208.HK,2338.HK,2345.HK,2398.HK,2727.HK,3339.HK,8032.HK,8068.HK,8115.HK,8150.HK
0.4000000059604645,0.7579972743988037,2.1674728393554688,0.3730221092700958,1.7492717504501343,0.30363696813583374,24.87216567993164,0.11816307157278061,2.1685116291046143,,,,0.44286468625068665,,,2.219102144241333,,0.12393137067556381,0.019457319751381874,1.1480127573013306,,,1.6338433027267456,,,,,0.3227381110191345,,,,,,,0.800000011920929,,0.0,181886.0,1154000.0,0.0,0.0,0.0,305375.0,12352.0,20000.0,,,,104000.0,,,24000.0,,0.0,22000.0,157687.0,,,2364000.0,,,,,3548160.0,,,,,,,100000.0,
0.4000000059604645,0.7501422762870789,2.145012617111206,0.3730221092700958,1.7492717504501343,0.31578245759010315,24.21763801574707,0.12215495854616165,2.1915810108184814,,,,0.44716429710388184,,,2.219102144241333,,0.12393137067556381,0.01900482177734375,1.1547659635543823,,,1.6175051927566528,,,,,0.3338415324687958,,,,,,,0.8100000023841858,,0.0,58672.0,84000.0,0.0,11250.0,50000.0,1062125.0,135882.0,28000.0,,,,0.0,,,480000.0,,0.0,21000.0,774843.0,,,1782000.0,,,,,24514560.0,,,,,,,388000.0,
0.4000000059604645,0.7540698051452637,2.088860034942627,0.3730221092700958,1.6483526229858398,0.32387951016426086,24.054004669189453,0.12055806070566177,2.1915810108184814,,,,0.43856507539749146,,,2.235182523727417,,0.12393137067556381,0.019457319751381874,1.141260027885437,,,1.5684894323349,,,,,0.3219979703426361,,,,,,,0.800000011920929,,0.0,1093663.0,332000.0,0.0,7812.0,70600.0,1653750.0,1284706.0,350000.0,,,,44000.0,,,352000.0,,0.0,102000.0,551906.0,,,4516000.0,,,,,14085120.0,,,,,,,376000.0,
0.4000000059604645,0.7540698051452637,2.088860034942627,0.3730221092700958,1.6348966360092163,0.3198310136795044,23.726736068725586,0.1309376209974289,2.1915810108184814,,,,0.43856507539749146,,,2.219102144241333,,0.12393137067556381,0.01918582059442997,1.141260027885437,,,1.576659083366394,,,,,0.32125774025917053,,,,,,,0.800000011920929,,0.0,383720.0,40000.0,0.0,25625.0,410000.0,1777000.0,160588.0,154000.0,,,,240000.0,,,20000.0,,0.0,300000.0,182156.0,,,2188000.0,,,,,40104960.0,,,,,,,188000.0,
0.4000000059604645,0.7619249820709229,2.066399097442627,0.3730221092700958,1.6685365438461304,0.29958856105804443,23.726736068725586,0.1309376209974289,2.1685116291046143,,,,0.43856507539749146,,,2.219102144241333,,0.12393137067556381,0.019909819588065147,1.1277540922164917,,,1.5521513223648071,,,,,0.310894638299942,,,,,,,0.75,,0.0,894175.0,354000.0,0.0,6093.0,82000.0,2543000.0,0.0,438000.0,,,,324000.0,,,960000.0,,0.0,168000.0,905343.0,,,4226000.0,,,,,27724800.0,,,,,,,340000.0,
0.4000000059604645,0.7619249820709229,2.100090503692627,0.32826003432273865,1.6819924116134644,0.29958856105804443,23.89036750793457,0.12614686787128448,2.2146503925323486,,,,0.4342653453350067,,,2.219102144241333,,0.12393137067556381,0.019909819588065147,1.1480127573013306,,,1.5358127355575562,,,,,0.310894638299942,,,,,,,0.7699999809265137,,0.0,0.0,84000.0,0.0,6562.0,0.0,1142869.0,191470.0,2000.0,,,,80000.0,,,42000.0,,0.0,0.0,1563281.0,,,2266000.0,,,,,17249280.0,,,,,,,76000.0,
0.4000000059604645,0.7579972743988037,2.133781909942627,0.32826003432273865,1.6685365438461304,0.30363696813583374,23.89036750793457,0.12614686787128448,2.1915810108184814,,,,0.4514640271663666,,,2.235182523727417,,0.12393137067556381,0.019457319751381874,1.1547659635543823,,,1.5276435613632202,,,,,0.3153359293937683,,,,,,,0.7599999904632568,,0.0,258160.0,344400.0,0.0,10625.0,0.0,992500.0,0.0,88000.0,,,,20000.0,,,1332000.0,,160000.0,60000.0,2740500.0,,,1332000.0,,,,,3072000.0,,,,,,,152000.0,
0.4000000059604645,0.7619249820709229,2.088860034942627,0.32826003432273865,1.6819924116134644,0.29554006457328796,23.563100814819336,0.12534880638122559,2.1685116291046143,,,,0.43856507539749146,,,2.219102144241333,,0.12393137067556381,0.019457319751381874,1.161518931388855,,,1.5113052129745483,,,,,0.3190370202064514,,,,,,,0.7599999904632568,,0.0,19948.0,180000.0,0.0,15312.0,46400.0,1319994.0,102941.0,266000.0,,,,124000.0,,,60000.0,,0.0,0.0,609000.0,,,1678000.0,,,,,23162880.0,,,,,,,300000.0,
0.4000000059604645,0.7658519744873047,2.077629327774048,0.32826003432273865,1.6819924116134644,0.29958856105804443,23.399471282958984,0.12534880638122559,2.1915810108184814,,,,0.43856507539749146,,,2.219102144241333,,0.12393137067556381,0.019547823816537857,1.161518931388855,,,1.5276435613632202,,,,,0.32717961072921753,,,,,,,0.75,,0.0,11734.0,62000.0,0.0,20937.0,0.0,791977.0,284117.0,314000.0,,,,48000.0,,,1448000.0,,0.0,0.0,3140156.0,,,2774000.0,,,,,8678400.0,,,,,,,100000.0,
