Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0061.HK,0154.HK,0250.HK,0299.HK,0354.HK,0465.HK,0596.HK,0618.HK,0771.HK,0861.HK,1059.HK,1094.HK,8007.HK,8100.HK,8157.HK,8166.HK,8202.HK,0061.HK,0154.HK,0250.HK,0299.HK,0354.HK,0465.HK,0596.HK,0618.HK,0771.HK,0861.HK,1059.HK,1094.HK,8007.HK,8100.HK,8157.HK,8166.HK,8202.HK
,0.9344850182533264,,,0.6742845773696899,,,0.29676347970962524,0.3464556336402893,0.9087392091751099,12.441884994506836,15.535931587219238,1.4282759428024292,,,,,,0,,,740000,,,0,0,495926,89791,7600,8,,,,
,0.9344850182533264,,,0.6836496591567993,,,0.29676347970962524,0.34100010991096497,0.8977906107902527,12.207134246826172,18.567333221435547,1.4282759428024292,,,,,,0,,,700000,,,60000,164037,1213668,67695,11717,0,,,,
,1.070764183998108,,,0.7023798227310181,,,0.29676347970962524,0.3437277376651764,0.8715136051177979,11.972380638122559,17.051633834838867,1.4282759428024292,,,,,,20000,,,2190000,,,0,294029,2307748,54512,8972,241,,,,
,0.9344850182533264,,,0.7023798227310181,,,0.29676347970962524,0.3437277376651764,0.8868419528007507,11.690674781799316,17.998945236206055,1.4282759428024292,,,,,,140000,,,3710000,,,0,176417,427550,209808,5658,17,,,,
,0.9344850182533264,,,0.7117449045181274,,,0.2411203235387802,0.3437277376651764,0.9087392091751099,11.737627983093262,16.86216926574707,1.4282759428024292,,,,,,0,,,3950000,,,32400,170227,2857401,65191,13195,4658,,,,
,0.9344850182533264,,,0.7211098670959473,,,0.2874896228313446,0.3464556336402893,0.9525337815284729,11.737627983093262,16.86216926574707,1.4282759428024292,,,,,,0,,,2000000,,,4000,194988,1659874,22819,0,86,,,,
,0.9344850182533264,,,0.7117449045181274,,,0.25039419531822205,0.3491837680339813,0.9525337815284729,11.972380638122559,15.914856910705566,1.4282759428024292,,,,,,0,,,800000,,,100000,30950,793734,51976,7325,39,,,,
,0.9344850182533264,,,0.7117449045181274,,,0.25039419531822205,0.3437277376651764,0.9196878671646118,11.737627983093262,15.535931587219238,1.4282759428024292,,,,,,0,,,520000,,,10000,86661,495926,21163,6608,17,,,,
,0.9344850182533264,,,0.7023798227310181,,,0.25039419531822205,0.3491837680339813,0.9087392091751099,11.972380638122559,15.535931587219238,1.4282759428024292,,,,,,0,,,560000,,,0,61901,243031,8240,0,0,,,,
,0.9344850182533264,,,0.6930147409439087,,,0.25039419531822205,0.3437277376651764,0.9087392091751099,11.737627983093262,15.34646987915039,1.4282759428024292,,,,,,0,,,320000,,,0,27855,19937,36412,464,0,,,,
,0.9344850182533264,,,0.7023798227310181,,,0.25039419531822205,0.3437277376651764,0.9087392091751099,11.972380638122559,15.34646987915039,1.4282759428024292,,,,,,0,,,530000,,,0,77376,61282,28523,0,34,,,,
,0.9734219312667847,,,0.7023798227310181,,,0.25039419531822205,0.3437277376651764,0.9306364059448242,11.972380638122559,15.34646987915039,1.4282759428024292,,,,,,130000,,,500000,,,2000,0,66949,36130,0,345,,,,
,0.9734219312667847,,,0.7023798227310181,,,0.2411203235387802,0.3437277376651764,0.9306364059448242,11.972380638122559,15.34646987915039,1.4282759428024292,,,,,,200000,,,610000,,,18000,89756,244080,9804,0,121,,,,
,0.9734219312667847,,,0.7023798227310181,,,0.2411203235387802,0.3437277376651764,0.9306364059448242,11.972380638122559,15.34646987915039,1.4282759428024292,,,,,,0,,,360000,,,0,0,224037,3803,0,70,,,,
,0.9734219312667847,,,0.6836496591567993,,,0.2411203235387802,0.3437277376651764,0.9196878671646118,12.207134246826172,15.34646987915039,1.4282759428024292,,,,,,34000,,,330000,,,0,0,55615,8874,0,327,,,,
,0.9734219312667847,,,0.6836496591567993,,,0.2874896228313446,0.3437277376651764,0.8977906107902527,11.972380638122559,13.830768585205078,1.4282759428024292,,,,,,36000,,,470000,,,4000,0,28993,12020,527,68,,,,
,0.9734219312667847,,,0.6930147409439087,,,0.2596680521965027,0.35463979840278625,0.9087392091751099,12.207134246826172,15.157007217407227,1.4282759428024292,,,,,,2000,,,880000,,,310000,34045,171674,15212,1435,0,,,,
,0.9734219312667847,,,0.7023798227310181,,,0.2596680521965027,0.35463979840278625,0.8977906107902527,12.207134246826172,16.67270851135254,1.4282759428024292,,,,,,4000,,,880000,,,112000,71186,29172,12043,21,0,,,,
,0.9734219312667847,,,0.6930147409439087,,,0.2596680521965027,0.35463979840278625,0.8977906107902527,14.085152626037598,16.67270851135254,1.4282759428024292,,,,,,0,,,630000,,,0,0,287943,254552,0,17,,,,
,0.9734219312667847,,,0.6930147409439087,,,0.2596680521965027,0.35463979840278625,0.9196878671646118,13.38089370727539,16.67270851135254,1.4282759428024292,,,,,,0,,,550000,,,0,0,357831,237733,0,253,,,,
,0.9734219312667847,,,0.6930147409439087,,,0.2596680521965027,0.36282384395599365,0.9196878671646118,13.146143913269043,16.67270851135254,1.4282759428024292,,,,,,0,,,710000,,,0,742812,530135,45040,0,51,,,,
,0.9734219312667847,,,0.6836496591567993,,,0.2596680521965027,0.36282384395599365,0.9087392091751099,12.91139030456543,13.262380599975586,1.4282759428024292,,,,,,0,,,510000,,,0,507588,507049,82740,1287,17,,,,
