Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume
0047.HK,0073.HK,0606.HK,0875.HK,0904.HK,1117.HK,0047.HK,0073.HK,0606.HK,0875.HK,0904.HK,1117.HK
,,,78.4000015258789,,,,,,212,,
,,,80.0,,,,,,2800,,
,,,78.4000015258789,,,,,,1555,,
,,,80.0,,,,,,617,,
,,,75.19999694824219,,,,,,2637,,
,,,80.0,,,,,,2187,,
,,,75.19999694824219,,,,,,2250,,
,,,75.19999694824219,,,,,,777,,
,,,78.4000015258789,,,,,,535,,
,,,75.19999694824219,,,,,,1225,,
,,,76.80000305175781,,,,,,950,,
,,,76.80000305175781,,,,,,170,,
,,,76.80000305175781,,,,,,50,,
,,,76.80000305175781,,,,,,0,,
,,,72.0,,,,,,592,,
,,,64.0,,,,,,500,,
,,,64.0,,,,,,3025,,
,,,65.5999984741211,,,,,,490,,
,,,68.80000305175781,,,,,,362,,
,,,68.80000305175781,,,,,,850,,
,,,68.80000305175781,,,,,,312,,
,,,67.19999694824219,,,,,,375,,
,,,68.80000305175781,,,,,,242,,
,,,68.80000305175781,,,,,,0,,
,,,72.0,,,,,,2320,,
,,,68.80000305175781,,,,,,662,,
,,,70.4000015258789,,,,,,350,,
,,,73.5999984741211,,,,,,500,,
,,,78.4000015258789,,,,,,500,,
,,,72.0,,,,,,662,,
,,,72.0,,,,,,687,,
,,,76.80000305175781,,,,,,1317,,
,,,78.4000015258789,,,,,,1175,,
,,,78.4000015258789,,,,,,500,,
,,,78.4000015258789,,,,,,0,,
,,,76.80000305175781,,,,,,0,,
,,,75.19999694824219,,,,,,700,,
,,,72.0,,,,,,977,,
,,,70.4000015258789,,,,,,315,,
,,,76.80000305175781,,,,,,4588,,
,,,72.0,,,,,,150,,
,,,78.4000015258789,,,,,,342,,
,,,75.19999694824219,,,,,,405,,
,,,92.80000305175781,,,,,,18787,,
,,,91.19999694824219,,,,,,8417,,
,,,89.5999984741211,,,,,,5282,,
,,,88.0,,,,,,4525,,
,,,84.80000305175781,,,,,,3392,,
,,,86.4000015258789,,,,,,2877,,
,,,86.4000015258789,,,,,,5562,,
,,,88.0,,,,,,4837,,
,,,89.5999984741211,,,,,,6732,,
,,,89.5999984741211,,,,,,2365,,
,,,86.4000015258789,,,,,,2527,,
,,,88.0,,,,,,2545,,
,,,84.80000305175781,,,,,,830,,
,,,86.4000015258789,,,,,,1307,,
,,,86.4000015258789,,,,,,0,,
,,,88.0,,,,,,2300,,
,,,88.0,,,,,,462,,
,,,88.0,,,,,,0,,
,,,84.80000305175781,,,,,,1025,,
,,,83.19999694824219,,,,,,487,,
,,,86.4000015258789,,,,,,9075,,
,,,81.5999984741211,,,,,,287,,
,,,81.5999984741211,,,,,,0,,
,,,81.5999984741211,,,,,,0,,
