Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0198.HK,0200.HK,0326.HK,0343.HK,0391.HK,0419.HK,0491.HK,0571.HK,0585.HK,0630.HK,0959.HK,1009.HK,1046.HK,1060.HK,1070.HK,1105.HK,1132.HK,2358.HK,2366.HK,2383.HK,8078.HK,8130.HK,8167.HK,8173.HK,8220.HK,8228.HK,0198.HK,0200.HK,0326.HK,0343.HK,0391.HK,0419.HK,0491.HK,0571.HK,0585.HK,0630.HK,0959.HK,1009.HK,1046.HK,1060.HK,1070.HK,1105.HK,1132.HK,2358.HK,2366.HK,2383.HK,8078.HK,8130.HK,8167.HK,8173.HK,8220.HK,8228.HK
,7.628056526184082,454.7887268066406,3.4867188930511475,0.06716848909854889,0.7093080282211304,,,,27.964445114135742,3998.718017578125,,1.4011731147766113,0.4000000059604645,10.125114440917969,,1.2044529914855957,1.2526124715805054,,1.3300000429153442,,,123.8011245727539,4398.14794921875,16.0,,,7080000,1764,49680880,995570,0,,,,8754,0,,232583,30000,513401,,0,1140000,,1364000,,,175680,0,0,
,7.747244358062744,448.5588073730469,3.4867188930511475,0.06343691051006317,0.7093080282211304,,,,27.377779006958008,3998.718017578125,,1.370036005973816,0.4000000059604645,10.658014297485352,,1.2044529914855957,1.2526124715805054,,1.350000023841858,,,122.10521697998047,4351.85205078125,16.31999969482422,,,6300000,2910,18852089,1895200,0,,,,3548,0,,99095,60000,1370056,,0,78000,,1984000,,,183915,0,0,
,8.104809761047363,442.3288269042969,3.4425830841064453,0.059705331921577454,0.7093080282211304,,,,27.768890380859375,3998.718017578125,,1.3544671535491943,0.4000000059604645,10.717226028442383,,1.1812905073165894,1.2232543230056763,,1.340000033378601,,,118.7134017944336,4351.85205078125,17.280000686645508,,,13168400,3555,8349251,354900,0,,,,5359,0,,362078,0,1151645,,25000,934000,,971738,,,312930,0,0,
,8.462372779846191,404.948974609375,3.3984479904174805,0.061571117490530014,0.7093080282211304,,,,28.55111312866211,3998.718017578125,,1.307761549949646,0.4000000059604645,10.243535995483398,,1.1164354085922241,1.2134684324264526,,1.340000033378601,,,115.32158660888672,4351.85205078125,18.559999465942383,,,14178000,3975,9477590,330000,0,,,,34148,0,,86209,0,777120,,10000,988000,,2156000,,,469395,0,0,
,8.724586486816406,429.8688659667969,3.354311943054199,0.059705331921577454,0.7093080282211304,,,,31.288890838623047,3998.718017578125,,1.2143499851226807,0.4000000059604645,10.125114440917969,,1.1164354085922241,1.2232543230056763,,1.3300000429153442,,,127.19293212890625,4351.85205078125,21.1200008392334,,,17848000,5474,5208936,1930000,0,,,,60775,0,,19056,220000,814548,,7000,770000,,1996000,,,1315770,0,400,
,8.533884048461914,398.71893310546875,3.354311943054199,0.059705331921577454,0.7093080282211304,,,,31.093334197998047,3678.820556640625,,1.1987814903259277,0.4000000059604645,9.76984691619873,,1.1164354085922241,1.2232543230056763,,1.2899999618530273,,,118.7134017944336,4398.14794921875,21.1200008392334,,,4132036,2276,3967310,270000,0,,,,28753,56962,,256268,0,1313914,,5000,0,,2382000,,,981795,2,0,
,8.533884048461914,398.71893310546875,3.310175895690918,0.059705331921577454,0.7093080282211304,,,,30.89777946472168,3398.910400390625,,1.1053696870803833,0.4000000059604645,9.710636138916016,,1.1164354085922241,1.2232543230056763,,1.2999999523162842,,,118.7134017944336,4351.85205078125,21.1200008392334,,,6863000,1490,4030754,833750,0,,,,16256,48170,,141564,240040,746587,,0,484000,,2144000,,,23790,4,0,
,8.247836112976074,373.7990417480469,3.3984479904174805,0.06343691051006317,0.7093080282211304,,,,31.093334197998047,2559.179443359375,,1.1520752906799316,0.4000000059604645,9.533001899719238,,1.1118029356002808,1.2232543230056763,,1.3200000524520874,,,117.01750183105469,4398.14794921875,21.1200008392334,,,3919000,1496,7175598,320000,0,,,,9930,57163,,136119,2000,1460425,,5000,0,,2032874,,,104310,0,0,
,8.00946044921875,355.10906982421875,3.354311943054199,0.05877242982387543,0.7093080282211304,,,,30.89777946472168,2539.18603515625,,0.9808211326599121,0.4000000059604645,9.592212677001953,,1.158128023147583,1.20368230342865,,1.309999942779541,,,118.7134017944336,4398.14794921875,21.1200008392334,,,4784158,1011,7773753,490000,0,,,,12640,74185,,37206,0,830061,,12000,4792000,,3540600,,,24705,0,0,
,7.961784839630127,361.33905029296875,3.354311943054199,0.06343691051006317,0.7093080282211304,,,,30.702224731445312,2359.24365234375,,0.9185467958450317,0.4000000059604645,9.414580345153809,,1.158128023147583,1.1938962936401367,,1.340000033378601,,,117.01750183105469,4398.14794921875,22.559999465942383,,,3164006,986,6627289,755000,0,,,,6494,76770,,44647,24000,1197075,,0,48000,,1216000,,,98820,0,0,
,7.6757307052612305,355.10906982421875,3.3984479904174805,0.06530269980430603,0.7093080282211304,,,,30.89777946472168,1859.4039306640625,,0.9341152310371399,0.38999998569488525,9.533001899719238,,1.158128023147583,1.20368230342865,,1.350000023841858,,,106.84205627441406,4398.14794921875,22.559999465942383,,,5304000,647,7744299,588000,0,,,,6862,59355,,29038,50000,818693,,6000,282000,,792000,,,29280,1,0,
,7.0559515953063965,323.9591369628906,3.2660410404205322,0.06343691051006317,0.7093080282211304,,,,30.506668090820312,1639.474365234375,,0.87184077501297,0.4000000059604645,9.592212677001953,,1.2044529914855957,1.1938962936401367,,1.3200000524520874,,,98.36253356933594,4398.14794921875,22.559999465942383,,,7682340,1328,20176001,480000,0,,,,11004,53218,,32668,24000,649570,,144700,0,,908000,,,253455,8,0,
,7.461191654205322,323.9591369628906,3.221904993057251,0.057839535176754,0.7093080282211304,,,,30.311113357543945,1659.468017578125,,0.7784292697906494,0.4000000059604645,9.651423454284668,,1.2276157140731812,1.1938962936401367,,1.3200000524520874,,,98.36253356933594,4398.14794921875,22.559999465942383,,,5876000,1090,17099539,1350000,0,,,,8422,125491,,30490,10000,411829,,20000,0,,1092000,,,0,0,0,
,7.222814559936523,311.4991760253906,3.2660410404205322,0.05597374215722084,1.494073748588562,,,,32.853336334228516,1559.5,,0.87184077501297,0.4399999976158142,9.829057693481445,,1.2276157140731812,1.233040452003479,,1.3300000429153442,,,110.23387145996094,4398.14794921875,22.559999465942383,,,4724242,798,5319957,1067500,43351236,,,,4167,61102,,14519,40000,434360,,0,1208000,,889000,,,1830,0,0,
,7.151301383972168,308.38421630859375,3.310175895690918,0.061571117490530014,1.5393494367599487,,,,32.266666412353516,1599.4871826171875,,0.87184077501297,0.4000000059604645,9.710636138916016,,1.2044529914855957,1.2134684324264526,,1.4199999570846558,,,91.57891082763672,4398.14794921875,22.559999465942383,,,2576200,314,4753522,235000,21772870,,,,8642,14812,,0,792000,313950,,0,20000,,6526000,,,212737,0,0,
,7.508866310119629,336.41912841796875,3.354311943054199,0.06343691051006317,1.5846240520477295,,,,32.07111358642578,1899.39111328125,,0.8095665574073792,0.4000000059604645,9.947477340698242,,1.2044529914855957,1.233040452003479,,1.440000057220459,,,98.36253356933594,4027.77783203125,24.15999984741211,,,3589816,509,7225444,1192500,5969976,,,,5630,21447,,3629,202000,610234,,10000,1000000,,6130000,,,79605,4,0,
,8.033296585083008,355.10906982421875,3.354311943054199,0.06343691051006317,1.64499032497406,,,,32.07111358642578,2879.076904296875,,0.87184077501297,0.4000000059604645,10.006691932678223,,1.2044529914855957,1.233040452003479,,1.4199999570846558,,,113.62568664550781,4027.77783203125,23.520000457763672,,,5065400,1675,10170906,0,3402126,,,,0,127837,,23594,296000,431651,,0,0,,1702000,,,11895,0,0,
,8.367022514343262,348.87908935546875,3.354311943054199,0.05597374215722084,1.9015487432479858,,,,32.853336334228516,3798.7822265625,,0.9496838450431824,0.4000000059604645,10.184324264526367,,1.2044529914855957,1.233040452003479,,1.4199999570846558,,,98.36253356933594,4351.85205078125,23.520000457763672,,,7878000,887,19920385,575920,11702789,,,,1022,132800,,0,50000,703988,,0,0,,2202000,,,40260,0,0,
,8.22399616241455,342.6490783691406,3.5308549404144287,0.061571117490530014,2.1882903575897217,,,,30.311113357543945,3378.916748046875,,0.8874095678329468,0.4000000059604645,10.125114440917969,,1.2044529914855957,1.233040452003479,,1.5700000524520874,,,101.75434112548828,4351.85205078125,23.520000457763672,,,5228000,550,69514937,620000,28160538,,,,15443,128270,,113977,0,675671,,0,70000,,20671889,,,590175,0,0,
,8.4385347366333,348.87908935546875,3.310175895690918,0.061571117490530014,2.2788405418395996,,,,30.311113357543945,3198.974365234375,,0.87184077501297,0.4000000059604645,10.006691932678223,,1.2044529914855957,1.233040452003479,,1.5399999618530273,,,84.7952880859375,4351.85205078125,22.239999771118164,,,3272000,6729,40617920,1430000,22986469,,,,9649,79347,,90383,316000,1126299,,0,230000,,10614010,,,377895,0,0,
,8.486211776733398,355.10906982421875,3.3984479904174805,0.057839535176754,2.097740888595581,,,,30.702224731445312,3318.93603515625,,0.8407036662101746,0.4000000059604645,10.480381965637207,,1.2044529914855957,1.2232543230056763,,1.5099999904632568,,,84.7952880859375,4351.85205078125,20.959999084472656,,,7450000,3803,9575130,2000000,9273126,,,,1534,123102,,177046,7400,2882560,,0,190000,,5414000,,,256200,0,0,
,8.414697647094727,380.0290222167969,3.354311943054199,0.05597374215722084,2.1882903575897217,,,,31.288890838623047,3218.968017578125,,0.8251351714134216,0.38999998569488525,10.658014297485352,,1.2044529914855957,1.2232543230056763,,1.5199999809265137,,,103.45024871826172,4351.85205078125,19.68000030517578,,,3660064,6286,17906142,440000,6770174,,,,18562,47470,,21779,347480,1778685,,0,0,,3514000,,,9150,0,0,
,8.510047912597656,367.5690002441406,3.354311943054199,0.05597374215722084,2.2033817768096924,,,,31.680002212524414,2739.121826171875,,0.8251351714134216,0.4099999964237213,10.480381965637207,,1.158128023147583,1.2134684324264526,,1.559999942779541,,,86.49119567871094,4351.85205078125,18.399999618530273,,,3105000,1666,6450561,285000,0,,,,3068,69920,,41743,994000,1035668,,39400,60000,,7858097,,,884805,0,0,
,8.367022514343262,361.33905029296875,3.354311943054199,0.05597374215722084,2.2033817768096924,,,,31.288890838623047,2379.2373046875,,0.8407036662101746,0.38999998569488525,10.717226028442383,,1.158128023147583,1.2134684324264526,,1.5299999713897705,,,93.27481842041016,4351.85205078125,17.1200008392334,,,1077000,788,10024490,290000,0,,,,3579,102107,,39928,313080,1211480,,7000,240000,,4050000,,,866505,0,0,
,8.22399616241455,355.10906982421875,3.3984479904174805,0.05597374215722084,2.2033817768096924,,,,30.89777946472168,2239.281982421875,,0.87184077501297,0.39500001072883606,11.30933952331543,,1.158128023147583,1.2134684324264526,,1.5399999618530273,,,93.27481842041016,4351.85205078125,16.15999984741211,,,3363842,685,19319964,105000,0,,,,0,107112,,725,50000,2956062,,0,124000,,3886283,,,0,0,0,
,8.343186378479004,355.10906982421875,3.354311943054199,0.061571117490530014,2.2788405418395996,,,,30.89777946472168,2359.24365234375,,0.9029780626296997,0.39500001072883606,11.368548393249512,,1.158128023147583,1.2134684324264526,,1.5299999713897705,,,93.27481842041016,4351.85205078125,17.600000381469727,,,5280000,1114,17756694,1057000,54965074,,,,2147,38426,,36570,250000,1599302,,0,230000,,2472000,,,0,0,0,
,8.22399616241455,348.87908935546875,3.4425830841064453,0.06343691051006317,2.022282123565674,,,,30.506668090820312,2319.25634765625,,0.9029780626296997,0.39500001072883606,11.250127792358398,,1.2507781982421875,1.2134684324264526,,1.5199999809265137,,,93.27481842041016,4722.22216796875,17.600000381469727,,,1687000,10364,41925252,552500,11643522,,,,5972,19212,,0,0,1226254,,5000,70000,,4668000,,,562725,0,0,
,8.104809761047363,348.87908935546875,3.4425830841064453,0.059705331921577454,2.0826492309570312,,,,30.702224731445312,2319.25634765625,,0.9029780626296997,0.4000000059604645,10.658014297485352,,1.2507781982421875,1.2134684324264526,,1.4700000286102295,,,74.6198501586914,4722.22216796875,17.600000381469727,,,2261200,715,22983666,817500,9303885,,,,24647,60050,,25409,0,1946741,,0,70000,,5771874,,,159210,0,0,
,8.200160026550293,342.6490783691406,3.310175895690918,0.061571117490530014,2.0826492309570312,,,,30.702224731445312,2439.218017578125,,0.9808211326599121,0.42500001192092896,10.776435852050781,,1.2739406824111938,1.20368230342865,,1.4700000286102295,,,84.7952880859375,4675.92578125,17.600000381469727,,,2489048,693,19952106,197000,12481723,,,,4576,37722,,27133,90000,1512750,,47800,264000,,3438000,,,762195,0,0,
,8.080973625183105,317.7291564941406,3.2660410404205322,0.05877242982387543,1.9619158506393433,,,,29.724445343017578,2259.275634765625,,0.8562723994255066,0.4000000059604645,10.954070091247559,,1.2507781982421875,1.20368230342865,,1.440000057220459,,,81.40348052978516,4629.62939453125,17.600000381469727,,,2840680,557,34153764,327000,10119916,,,,3732,29375,,16152,436000,1089347,,0,174000,,3704000,,,558150,0,0,
,8.057132720947266,330.18914794921875,3.310175895690918,0.059705331921577454,1.795906901359558,,,,29.52889060974121,2139.314208984375,,0.8562723994255066,0.4000000059604645,10.954070091247559,,1.2507781982421875,1.20368230342865,,1.4800000190734863,,,81.40348052978516,4629.62939453125,17.600000381469727,,,1013288,309,11426126,30000,16727411,,,,1073,45203,,0,214000,238245,,2000,136000,,8264000,,,222345,0,0,
,7.747244358062744,317.7291564941406,3.2660410404205322,0.064369797706604,1.856274127960205,,,,29.333335876464844,2059.33984375,,0.8407036662101746,0.4000000059604645,10.717226028442383,,1.1812905073165894,1.20368230342865,,1.4600000381469727,,,67.83623504638672,4351.85205078125,17.600000381469727,,,1516000,428,13376928,170500,9506572,,,,332,22597,,30853,260135,549598,,15000,180000,,3064000,,,1576545,0,0,
,7.866431713104248,311.4991760253906,3.221904993057251,0.06530269980430603,1.9317318201065063,,,,30.311113357543945,2079.333251953125,,0.8251351714134216,0.4000000059604645,10.776435852050781,,1.1812905073165894,1.20368230342865,,1.4800000190734863,,,67.83623504638672,4398.14794921875,17.600000381469727,,,3001600,265,14648008,828500,6879211,,,,306,11960,,1633,300000,539010,,0,60000,,2216000,,,169275,1,0,
,8.605398178100586,323.9591369628906,3.2660410404205322,0.06250401586294174,2.0373737812042236,,,,30.89777946472168,2259.275634765625,,0.8095665574073792,0.4000000059604645,11.13170337677002,,1.2276157140731812,1.1841102838516235,,1.4800000190734863,,,67.83623504638672,4351.85205078125,17.600000381469727,,,14953600,1616,7778285,452500,8532640,,,,1227,67393,,3539,200000,740185,,12000,58000,,2190000,,,1295640,0,0,
,8.891453742980957,317.7291564941406,3.2660410404205322,0.064369797706604,2.158107042312622,,,,29.333335876464844,2039.34619140625,,0.8095665574073792,0.4000000059604645,11.486970901489258,,1.158128023147583,1.1841102838516235,,1.4800000190734863,,,61.05260467529297,4259.25927734375,17.600000381469727,,,10336228,724,7361389,1462000,12428014,,,,3374,98152,,0,165000,1799245,,3000,0,,1752000,,,11895,0,0,
,8.819937705993652,317.7291564941406,3.2660410404205322,0.064369797706604,2.4448487758636475,,,,27.964445114135742,2039.34619140625,,0.8874095678329468,0.4000000059604645,12.13829517364502,,1.2507781982421875,1.2134684324264526,,1.4600000381469727,,,66.14032745361328,4259.25927734375,17.600000381469727,,,6933150,371,3595729,132500,17856601,,,,11147,32487,,7591,400,3248344,,37530,220000,,1626000,,,176595,0,0,
,8.700752258300781,311.4991760253906,3.221904993057251,0.057839535176754,2.550490379333496,,,,27.768890380859375,1959.371826171875,,0.8874095678329468,0.4000000059604645,11.72381591796875,,1.2507781982421875,1.20368230342865,,1.4600000381469727,,,61.05260467529297,4259.25927734375,17.600000381469727,,,2366400,960,7574368,67500,25542276,,,,3758,56395,,0,472600,1639684,,0,0,,1150000,,,52155,0,0,
,8.605398178100586,305.2691955566406,3.221904993057251,0.06530269980430603,2.505215883255005,,,,27.18222427368164,1899.39111328125,,0.9652523398399353,0.4000000059604645,12.13829517364502,,1.2507781982421875,1.20368230342865,,1.4600000381469727,,,67.83623504638672,4259.25927734375,17.600000381469727,,,3107468,272,5385663,448465,10520007,,,,4193,15667,,37932,490000,1803924,,2000,0,,1554000,,,183000,0,0,
,8.414697647094727,295.9241943359375,3.1777689456939697,0.06530269980430603,2.399573802947998,,,,28.35555648803711,1759.4359130859375,,0.87184077501297,0.4000000059604645,12.13829517364502,,1.2044529914855957,1.1938962936401367,,1.440000057220459,,,61.05260467529297,4259.25927734375,17.600000381469727,,,4018600,387,15329996,0,10816495,,,,3068,35840,,4537,14000,1968902,,5000,0,,1632000,,,222345,0,0,
,8.510047912597656,302.1542053222656,3.0894980430603027,0.057839535176754,2.263749122619629,,,,28.35555648803711,1919.3846435546875,,0.9341152310371399,0.4000000059604645,12.13829517364502,,1.2044529914855957,1.1938962936401367,,1.5199999809265137,,,71.22803497314453,4629.62939453125,17.600000381469727,,,1764000,405,6973947,12000,11898902,,,,511,63567,,20871,0,1405514,,0,0,,11973000,,,1830,0,0,
,8.581562042236328,302.1542053222656,3.0453619956970215,0.064369797706604,2.4448487758636475,,,,26.98666763305664,1859.4039306640625,,0.8874095678329468,0.4000000059604645,11.990265846252441,,1.2044529914855957,1.1938962936401367,,1.5399999618530273,,,67.83623504638672,4398.14794921875,17.600000381469727,,,2420000,136,18080604,80000,12987414,,,,3068,29602,,44465,60000,1064970,,0,0,,6057936,,,86925,0,0,
,8.581562042236328,292.8092346191406,2.868818998336792,0.064369797706604,2.3392066955566406,,,,26.791112899780273,1799.423095703125,,0.9341152310371399,0.4099999964237213,11.783027648925781,,1.0191526412963867,1.1938962936401367,,1.5199999809265137,,,64.44441986083984,4398.14794921875,17.600000381469727,,,0,353,25976859,520000,9989957,,,,3323,17547,,7894,50000,467848,,400,0,,4060000,,,3660,0,0,
,8.581562042236328,295.9241943359375,2.427462100982666,0.05690663680434227,2.3542983531951904,,,,28.35555648803711,1779.4295654296875,,0.9808211326599121,0.4050000011920929,11.427760124206543,,1.1812905073165894,1.1938962936401367,,1.5199999809265137,,,64.44441986083984,4398.14794921875,17.600000381469727,,,0,287,173192544,72500,4270400,,,,2301,7450,,18149,162000,1429399,,400,0,,5248000,,,0,0,0,
,8.581562042236328,277.2342529296875,2.5157339572906494,0.057839535176754,2.2033817768096924,,,,27.573335647583008,1719.44873046875,,0.9808211326599121,0.4050000011920929,11.486970901489258,,1.1812905073165894,1.20368230342865,,1.4900000095367432,,,64.44441986083984,4398.14794921875,17.600000381469727,,,0,367,47086608,1910000,4590837,,,,7261,10257,,0,98000,673085,,0,2000,,4510000,,,9150,0,0,
,9.129828453063965,271.0042724609375,2.5157339572906494,0.059705331921577454,2.0524652004241943,,,,28.35555648803711,1719.44873046875,,0.87184077501297,0.3400000035762787,11.72381591796875,,1.1812905073165894,1.1938962936401367,,1.5099999904632568,,,62.74851608276367,4398.14794921875,17.600000381469727,,,16037100,356,27493621,60000,6483874,,,,3763,21920,,3629,992000,858132,,0,0,,10470000,,,407175,0,0,
,9.439718246459961,271.0042724609375,2.5598700046539307,0.061571117490530014,2.2335658073425293,,,,27.964445114135742,1699.4552001953125,,0.87184077501297,0.33000001311302185,11.546182632446289,,1.1812905073165894,1.1938962936401367,,1.4900000095367432,,,66.14032745361328,4027.77783203125,17.600000381469727,,,14648000,289,14163140,50000,10355651,,,,3160,19197,,21053,1044000,296468,,0,0,,5764000,,,240645,0,0,
,9.10599136352539,261.6593017578125,2.824683904647827,0.05504084751009941,2.2486572265625,,,,27.964445114135742,1639.474365234375,,0.87184077501297,0.33500000834465027,11.427760124206543,,1.1812905073165894,1.1938962936401367,,1.5299999713897705,,,64.44441986083984,4027.77783203125,17.600000381469727,,,7747100,116,84725080,140000,9466715,,,,0,16002,,0,194000,538271,,0,0,,3314000,,,13725,0,0,
,8.986802101135254,261.6593017578125,2.780548095703125,0.061571117490530014,2.263749122619629,,,,27.964445114135742,1579.49365234375,,0.87184077501297,0.3499999940395355,11.13170337677002,,1.1812905073165894,1.1938962936401367,,1.5199999809265137,,,64.44441986083984,4351.85205078125,17.600000381469727,,,4974000,150,34797234,40000,5953237,,,,0,12497,,0,100000,437068,,0,0,,3594801,,,0,0,0,
,9.010639190673828,267.8892822265625,2.780548095703125,0.06530269980430603,2.2033817768096924,,,,27.964445114135742,1619.4808349609375,,0.9341152310371399,0.3149999976158142,11.605393409729004,,1.1812905073165894,1.1841102838516235,,1.5,,,64.44441986083984,4351.85205078125,17.600000381469727,,,2396000,192,14933492,50000,5925648,,,,0,23070,,6261,110000,522266,,0,0,,2636000,,,22875,0,0,
,9.606582641601562,258.5443420410156,2.780548095703125,0.06530269980430603,2.2486572265625,,,,29.137779235839844,1579.49365234375,,0.9341152310371399,0.33000001311302185,11.664605140686035,,1.1812905073165894,1.1449660062789917,,1.5,,,86.49119567871094,4351.85205078125,17.600000381469727,,,6882234,217,10775859,140000,9053123,,,,1094,22777,,0,390000,661635,,0,60000,,1138000,,,2390895,0,0,
,9.987985610961914,267.8892822265625,2.824683904647827,0.057839535176754,2.158107042312622,,,,29.137779235839844,1519.5128173828125,,0.8251351714134216,0.30000001192092896,11.664605140686035,,1.1812905073165894,1.1645381450653076,,1.5099999904632568,,,135.67247009277344,4351.85205078125,17.600000381469727,,,9458080,90,18807907,2020000,3888211,,,,0,24415,,14519,100000,159068,,0,72000,,1704000,,,5575095,0,0,
,9.940311431884766,277.2342529296875,3.0012259483337402,0.059705331921577454,2.1279239654541016,,,,29.137779235839844,1579.49365234375,,0.793998122215271,0.3199999928474426,11.486970901489258,,1.1812905073165894,1.1645381450653076,,1.590000033378601,,,111.9297866821289,4351.85205078125,17.600000381469727,,,11343214,302,66900503,1210000,3430712,,,,0,19140,,9074,62000,142816,,10000,0,,15322000,,,2255475,0,0,
,9.868796348571777,280.3492736816406,3.0012259483337402,0.05690663680434227,2.2033817768096924,,,,27.573335647583008,1579.49365234375,,0.9496838450431824,0.3050000071525574,11.605393409729004,,1.1071704626083374,1.1743242740631104,,1.590000033378601,,,86.49119567871094,4351.85205078125,17.600000381469727,,,6442200,513,35270774,3081500,5306258,,,,2812,12140,,16515,50000,218780,,20000,12000,,8010000,,,1598505,0,0,
