Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume
0460.HK,0503.HK,0874.HK,2877.HK,0460.HK,0503.HK,0874.HK,2877.HK
,,1.2856416702270508,2.4577300548553467,,,98000,826000
,,1.269963264465332,2.34069561958313,,,288000,2689000
,,1.230766773223877,2.252919912338257,,,382000,1791000
,,1.230766773223877,2.311436891555786,,,140000,195000
,,1.215088129043579,2.3553245067596436,,,704000,2006000
,,1.2464452981948853,2.3260653018951416,,,442000,1078107
,,1.2386062145233154,2.2675487995147705,,,322000,1409000
,,1.222927451133728,2.34069561958313,,,846000,552000
,,1.2386062145233154,2.34069561958313,,,666000,2475000
,,1.2542846202850342,2.282177686691284,,,896000,691000
,,1.269963264465332,2.282177686691284,,,612000,3357000
,,1.2856416702270508,2.413841724395752,,,688000,578000
,,1.3013203144073486,2.413841724395752,,,680000,163000
,,1.2934807538986206,2.384582996368408,,,180000,109000
,,1.3718739748001099,2.296807289123535,,,2382000,1862000
,,1.4110702276229858,2.311436891555786,,,1056000,2751000
,,1.4110702276229858,2.3260653018951416,,,900000,125000
,,1.4189096689224243,2.3553245067596436,,,1708000,284000
,,1.450266718864441,2.413841724395752,,,2072000,281800
,,1.4424275159835815,2.574765205383301,,,240000,1074000
,,1.4189096689224243,2.545506000518799,,,1302000,420000
,,1.4189096689224243,2.6040232181549072,,,1152000,361000
,,1.4189096689224243,2.6040232181549072,,,802000,232000
,,1.4032312631607056,2.545506000518799,,,452000,367000
,,1.4110702276229858,2.545506000518799,,,280000,177000
,,1.4110702276229858,2.545506000518799,,,334000,57000
,,1.4189096689224243,2.5016181468963623,,,142000,10000
,,1.395391821861267,2.5016181468963623,,,326000,0
,,1.395391821861267,2.574765205383301,,,158000,18893
,,1.4110702276229858,2.545506000518799,,,248000,41000
,,1.4110702276229858,2.413841724395752,,,294000,313000
,,1.3875524997711182,2.34069561958313,,,504000,458000
,,1.4110702276229858,2.3699541091918945,,,348000,506000
,,1.4267489910125732,2.3992135524749756,,,732000,305000
,,1.4189096689224243,2.3553245067596436,,,630000,3577000
,,1.450266718864441,2.3992135524749756,,,926000,234000
,,1.4659451246261597,2.3699541091918945,,,736000,154000
,,1.489462971687317,2.413841724395752,,,1312000,262000
,,1.481623649597168,2.443100929260254,,,382000,242000
,,1.450266718864441,2.443100929260254,,,808000,52000
,,1.4581060409545898,2.443100929260254,,,148000,19000
,,1.450266718864441,2.3992135524749756,,,906000,16000
,,1.4032312631607056,2.34069561958313,,,318000,8000
,,1.4345884323120117,2.34069561958313,,,1304000,192000
,,1.4110702276229858,2.282177686691284,,,280000,425000
,,1.4110702276229858,2.34069561958313,,,404000,130000
,,1.4189096689224243,2.296807289123535,,,570000,65000
,,1.4110702276229858,2.296807289123535,,,130000,1724000
,,1.4032312631607056,2.3699541091918945,,,506000,3255000
,,1.4032312631607056,2.3699541091918945,,,736000,1541000
,,1.4581060409545898,2.3699541091918945,,,722000,980000
,,1.4581060409545898,2.3553245067596436,,,816000,418000
,,1.489462971687317,2.3699541091918945,,,1490000,676010
,,1.4424275159835815,2.3699541091918945,,,102000,144000
,,1.4581060409545898,2.34069561958313,,,828000,200000
,,1.4737845659255981,2.3699541091918945,,,1122000,737000
,,1.5051416158676147,2.4577300548553467,,,1324000,482000
,,1.481623649597168,2.4577300548553467,,,2016000,6711000
,,1.5600166320800781,2.4577300548553467,,,3562000,2362000
,,1.5443381071090698,2.4577300548553467,,,424000,3782000
,,1.5678558349609375,2.34069561958313,,,1234000,41000
,,1.646248459815979,2.34069561958313,,,2486000,10000
,,1.6266504526138306,2.296807289123535,,,1208000,1260000
,,1.6070524454116821,2.282177686691284,,,962000,3871000
,,1.5600166320800781,2.296807289123535,,,894000,70000
,,1.5364989042282104,2.296807289123535,,,876000,513000
,,1.5286593437194824,2.3260653018951416,,,646000,974000
,,1.4973022937774658,2.3260653018951416,,,668000,1735000
,,1.5364989042282104,2.311436891555786,,,772000,144000
,,1.4737845659255981,2.296807289123535,,,584000,191000
,,1.489462971687317,2.3260653018951416,,,186000,923000
,,1.5208200216293335,2.311436891555786,,,284000,126000
,,1.5051416158676147,2.311436891555786,,,330000,147000
,,1.646248459815979,2.34069561958313,,,1790000,543000
,,1.8618289232254028,2.296807289123535,,,13136000,157000
,,1.8030338287353516,2.311436891555786,,,5712000,64000
,,1.7834361791610718,2.311436891555786,,,2338000,1000
,,1.920623779296875,2.3260653018951416,,,15146000,678000
,,1.920623779296875,2.34069561958313,,,5282000,539000
,,1.8618289232254028,2.3260653018951416,,,834000,593000
,,1.9010251760482788,2.296807289123535,,,1428000,1225200
,,1.979418158531189,2.296807289123535,,,1772000,1731000
,,1.9598199129104614,2.311436891555786,,,2406000,1070000
,,1.8814271688461304,2.3260653018951416,,,396000,1752000
,,1.8814271688461304,2.3260653018951416,,,1662000,710000
,,1.8814271688461304,2.311436891555786,,,1332000,80000
,,1.920623779296875,2.311436891555786,,,2508000,1000
,,1.8814271688461304,2.3992135524749756,,,1120000,1481000
,,1.9010251760482788,2.34069561958313,,,2982000,2547000
,,1.8814271688461304,2.3260653018951416,,,1056000,40000
,,1.8618289232254028,2.3699541091918945,,,374000,32000
,,1.8814271688461304,2.3699541091918945,,,1124000,1000
,,1.8422304391860962,2.282177686691284,,,464000,300000
,,1.9010251760482788,2.252919912338257,,,860000,435000
,,1.8814271688461304,2.1505134105682373,,,556000,2430000
,,1.8422304391860962,1.960331916809082,,,344000,2578000
,,1.9016574621200562,2.0627381801605225,,,1390000,2189000
