Adj Close,Adj Close,Adj Close,Volume,Volume,Volume
0569.HK,4338.HK,8131.HK,0569.HK,4338.HK,8131.HK
,181.35589599609375,0.08998099714517593,,0.0,0
,182.26272583007812,0.08998099714517593,,0.0,0
,183.1693878173828,0.08998099714517593,,0.0,0
,182.26272583007812,0.08998099714517593,,0.0,0
,182.26272583007812,0.08998099714517593,,0.0,0
,181.35589599609375,0.08998099714517593,,0.0,0
,181.35589599609375,0.08998099714517593,,0.0,0
,183.1693878173828,0.08998099714517593,,0.0,0
,182.26272583007812,0.08998099714517593,,0.0,0
,178.63563537597656,0.08998099714517593,,0.0,0
,177.72877502441406,0.08998099714517593,,0.0,0
,177.72877502441406,0.08998099714517593,,0.0,0
,180.44912719726562,0.08998099714517593,,0.0,0
,176.822021484375,0.08998099714517593,,0.0,0
,175.91531372070312,0.08998099714517593,,0.0,0
,175.00843811035156,0.08998099714517593,,0.0,0
,175.00843811035156,0.08998099714517593,,0.0,0
,177.72877502441406,0.08998099714517593,,0.0,0
,177.72877502441406,0.08998099714517593,,0.0,0
,183.1693878173828,0.08998099714517593,,0.0,0
,179.54238891601562,0.08998099714517593,,0.0,0
,178.63563537597656,0.08998099714517593,,0.0,0
,186.79656982421875,0.08998099714517593,,1000.0,0
,179.54238891601562,0.08998099714517593,,0.0,0
,179.54238891601562,0.08998099714517593,,0.0,0
,179.54238891601562,0.08998099714517593,,0.0,0
,179.54238891601562,0.08998099714517593,,0.0,0
,176.822021484375,0.08998099714517593,,0.0,0
,177.80178833007812,0.08998099714517593,,0.0,0
,176.8946533203125,0.08998099714517593,,0.0,0
,175.98751831054688,0.08998099714517593,,0.0,0
,182.3374786376953,0.08998099714517593,,100.0,0
,180.52322387695312,0.08998099714517593,,1000.0,0
,175.080322265625,0.08998099714517593,,0.0,0
,171.45166015625,0.08998099714517593,,0.0,0
,173.2659912109375,0.08998099714517593,,0.0,0
,174.1731414794922,0.08998099714517593,,0.0,0
,172.35887145996094,0.08998099714517593,,0.0,0
,171.45166015625,0.08998099714517593,,0.0,0
,172.35887145996094,0.08998099714517593,,0.0,0
,172.35887145996094,0.08998099714517593,,0.0,0
,171.45166015625,0.08998099714517593,,0.0,0
